Bus_Routes_Name,Bus_Routes_links,Bus_name,Bus_type,Departing_time,Duration,Reaching_time,Star_rating,Price,Seat_availability
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),17:30,04h 20m,21:50,2.9,INR 400,"33 Seats available
11 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),17:30,04h 20m,21:50,2.9,INR 400,"33 Seats available
11 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),18:00,03h 45m,21:45,1.3,INR 690,"25 Seats available
5 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),18:00,03h 45m,21:45,1.3,INR 690,"25 Seats available
5 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),23:55,05h 30m,05:25,2.6,INR 450,"29 Seats available
14 Window"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),23:55,05h 30m,05:25,2.6,INR 450,"29 Seats available
14 Window"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),00:40,04h 20m,05:00,2.1,INR 750,"30 Seats available
10 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),00:40,04h 20m,05:00,2.1,INR 750,"30 Seats available
10 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),01:30,03h 30m,05:00,1.3,INR 790,"31 Seats available
10 Single"
Khammam to Hyderabad,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Morning Star Travels,A/C Sleeper (2+1),01:30,03h 30m,05:00,1.3,INR 790,"31 Seats available
10 Single"
